Ordem;Contrato;Família;Item ;Descrição ;Dt Requisição;Requisição;Requisitante;Dt Aprov Requis;Dt Ordem;Dt Pedido;Pedido  ;Ped Emerg.;Prazo Entrega;Dt Nota Fiscal;Dt Rec. Físico  ;Comprador   ;Qtde;Valor ;Fornecedor   ;Cond Pagto;Grupo de Estoque;Unid Medida;Tipo de Material;Situação do Item;Tipo Controle do Item;Departamento;Nro Ordem Investimento
  8081.29;0;470;4700447;VALVULA MANGOTE 4POL ANSI B 16.5 - 150PSI / 150#            ;;;0;18/06/2015;06/01/2016;11/01/2016;4.272;Não;20;;;1572800;0;2.006,55;1197;30 - 30 ;85;PC;Material;Ativo   ;Total   ;0;
  8081.18;0;742;7420083;CABO COBRE NU 1X16MM2 7 FIOS                                ;;;0;18/06/2015;05/01/2016;11/01/2016;4.278;Não;17;21/01/2016;05/02/2016;1572800;2.000,00;3,38;10424;28 - 28 ;10;KG;Material;Ativo   ;Total   ;0;
  8081.20;0;590;5900105;ROLAMENTO 23028C SKF                                        ;;;0;18/06/2015;06/01/2016;11/01/2016;4.276;Não;15;20/01/2016;26/01/2016;1572800;2;882,84;5625;30 - 30 ;10;PC;Material;Ativo   ;Total   ;0;
  8081.27;0;354;3541214;CILINDRO DE TRAVA 80300735500 METSO                         ;;;0;18/06/2015;06/01/2016;11/01/2016;4.277;Não;20;12/01/2016;26/01/2016;1572800;6;848,94;9861;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.40;0;614;6140084;LUVA DE VAQUETA M                                           ;;;0;18/06/2015;06/01/2016;11/01/2016;4.282;Não;17;13/01/2016;14/01/2016;1572800;100;17;20465;9 - 30 D;10;PR;Material;Ativo   ;Total   ;0;
  8081.41;0;614;6140136;BOTA PVC 38 COM BIQUEIRA                                    ;;;0;18/06/2015;06/01/2016;11/01/2016;4.274;Não;15;21/01/2016;27/01/2016;1572800;10;145;1536;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.42;0;614;6140236;MEIAO                                                       ;;;0;18/06/2015;06/01/2016;11/01/2016;4.270;Não;17;14/01/2016;08/02/2016;1572800;500;3,8;675;9 - 30 D;10;PR;Material;Ativo   ;Total   ;0;
  8081.43;0;614;6140262;FITA SINALIZACAO 6250 3M                                    ;;;0;18/06/2015;06/01/2016;11/01/2016;4.274;Não;17;18/01/2016;25/01/2016;1572800;100;6,5;1536;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.44;0;614;6140265;MASCARA SEGURANCA 7503 3M                                   ;;;0;18/06/2015;06/01/2016;11/01/2016;4.274;Não;15;18/01/2016;25/01/2016;1572800;10;147;1536;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.45;0;614;6140284;ABAFADOR RUIDO H6A 3M                                       ;;;0;18/06/2015;06/01/2016;11/01/2016;4.282;Não;17;13/01/2016;14/01/2016;1572800;10;43,7;20465;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.46;0;614;6140288;CAPUZ PARA SOLDADOR II CASO TAM.2                           ;;;0;18/06/2015;06/01/2016;11/01/2016;4.274;Não;15;18/01/2016;25/01/2016;1572800;20;12;1536;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.48;0;618;6180044;BOTA DE PVC 38                                              ;;;0;18/06/2015;06/01/2016;11/01/2016;4.274;Não;15;18/01/2016;25/01/2016;1572800;2;99,8;1536;9 - 30 D;10;PR;Material;Ativo   ;Total   ;0;
  8081.49;0;734;7340006;FITA ISOLANTE SCOTH 35+ VERDE                               ;;;0;18/06/2015;06/01/2016;11/01/2016;4.282;Não;15;13/01/2016;14/01/2016;1572800;50;9;20465;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.71;0;650;6500068;ESTOPA                                                      ;;;0;18/06/2015;07/01/2016;11/01/2016;4.275;Não;17;15/01/2016;18/01/2016;1572800;100;1,44;1693;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.72;0;114;1140014;BARRA ACO ABNT 101,60X4,76MM                                ;;;0;18/06/2015;07/01/2016;11/01/2016;4.280;Não;17;12/01/2016;27/01/2016;1572800;2;308,28;13294;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.75;0;842;8420146;ELETRODO INOX 3,25MM                                        ;;;0;18/06/2015;07/01/2016;11/01/2016;4.282;Não;15;13/01/2016;14/01/2016;1572800;5;210;20465;9 - 30 D;10;KG;Material;Ativo   ;Total   ;0;
  8081.77;0;750;7500457;BOTAO COMANDO                                               ;;;0;18/06/2015;07/01/2016;11/01/2016;4.269;Não;17;12/01/2016;25/01/2016;1572800;20;29;230;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.85;0;124;1240055;FLUIDO DE CORTE NB1 TAPMATIC                                ;;;0;18/06/2015;07/01/2016;11/01/2016;4.274;Não;17;18/01/2016;25/01/2016;1572800;10;24,53;1536;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.86;0;152;1520112;REGULADOR PRESSAO 06R313AC1 PARKER HANNIFIN                 ;;;0;18/06/2015;07/01/2016;11/01/2016;4.273;Não;17;13/01/2016;26/01/2016;1572800;4;292;1449;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.89;0;470;4700101;VALVULA GAVETA                                              ;;;0;18/06/2015;07/01/2016;08/02/2016;4.807;Não;12;11/02/2016;24/02/2016;1572800;2;949,05;13294;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8081.93;0;748;7481394;SINALEIRO LED 24V BRANCO L20DR7WP METALTEX                  ;;;0;18/06/2015;07/01/2016;11/01/2016;4.283;Não;15;13/01/2016;26/01/2016;1572800;10;22,5;26868;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.94;0;748;7481395;SINALEIRO LED 24V VERMELHO L20DR7R METALTEX                 ;;;0;18/06/2015;07/01/2016;11/01/2016;4.283;Não;15;13/01/2016;26/01/2016;1572800;10;15;26868;9 - 30 D;85;PC;Material;Ativo   ;Total   ;0;
  8081.95;0;842;8420094;EMENDA ISOLADA CABO ELETRICO                                ;;;0;18/06/2015;07/01/2016;11/01/2016;4.274;Não;17;18/01/2016;25/01/2016;1572800;15;60;1536;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.31;0;Y280200 ;UC003041        ;MACHO MAN ACO RAP M 5,00MM E100M5NO8 DORMER                 ;;;0;18/06/2015;08/01/2016;13/01/2016;4.359;Não;30;28/01/2016;09/02/2016;1572800;1;131;20465;9 - 30 D;10;JG;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.32;0;Y280200 ;UC003042        ;MACHO MAN ACO RAP M 6,00MM E100M6NO8 DORMER                 ;;;0;18/06/2015;08/01/2016;13/01/2016;4.359;Não;30;28/01/2016;09/02/2016;1572800;1;139;20465;9 - 30 D;10;JG;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.33;0;Y280200 ;UC003043        ;MACHO MAN ACO RAP M 8,00MM E100M8NO8 DORMER                 ;;;0;18/06/2015;08/01/2016;13/01/2016;4.359;Não;30;09/03/2016;14/03/2016;1572800;1;169;20465;9 - 30 D;10;JG;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.34;0;728;7280145;RELE TERMICO                                                ;;;0;18/06/2015;08/01/2016;11/01/2016;4.283;Não;17;13/01/2016;26/01/2016;1572800;1;98,6;26868;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.35;0;Y280200 ;UC003044        ;MACHO MAN ACO RAP M 12,00MM E100M12NO8 DORMER               ;;;0;18/06/2015;08/01/2016;13/01/2016;4.359;Não;30;28/01/2016;09/02/2016;1572800;1;276;20465;9 - 30 D;10;JG;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.36;0;Y280200 ;UC003212        ;MACHO MAN ACO RAP M 14,00MM E100M14NO8 DORMER               ;;;0;18/06/2015;08/01/2016;13/01/2016;4.359;Não;30;28/01/2016;09/02/2016;1572800;1;358;20465;9 - 30 D;10;JG;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.37;0;728;7280157;RELE TERMICO 3UA50001J SIEMENS                              ;;;0;18/06/2015;08/01/2016;11/01/2016;4.269;Não;17;12/01/2016;25/01/2016;1572800;20;52;230;9 - 30 D;10;PC;Material;Ativo   ;Total   ;0;
  8082.38;0;Y280200 ;UC003213        ;MACHO MAN ACO RAP M 16,00MM E100M16NO8 DORMER               ;;;0;18/06/2015;08/01/2016;13/01/2016;4.359;Não;30;28/01/2016;09/02/2016;1572800;1;449;20465;9 - 30 D;10;JG;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.39;0;Y280200 ;UC003214        ;MACHO MAN ACO RAP M 4,00MM E100M4NO8 DORMER                 ;;;0;18/06/2015;08/01/2016;13/01/2016;4.359;Não;30;09/03/2016;14/03/2016;1572800;1;123;20465;9 - 30 D;10;JG;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8082.41;0;510;5100143;PROTETOR PARA CAMARA 9.00-R20                               ;;;0;18/06/2015;09/01/2016;11/01/2016;4.281;Não;15;03/02/2016;23/02/2016;1572800;4;28;13481;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  8081.03;4026;9910;SV000939        ;ALUGUEL DE OUTROS EQUIPAMENTOS                              ;;;0;18/06/2015;05/01/2016;05/01/2016;4.210;Não;0;;;1888696;46.620,10;1;7016;9 - 30 D;99;SE;Serviço ;Ativo   ;Débito D;0;
  8081.05;4026;9910;SV000939        ;ALUGUEL DE OUTROS EQUIPAMENTOS                              ;;;0;18/06/2015;05/01/2016;05/01/2016;4.210;Não;0;;;1888696;95.331,36;1;7016;9 - 30 D;99;SE;Serviço ;Ativo   ;Débito D;0;
  8081.08;4027;9930;SV000956        ;MANUTENÇAO DE MÁQUINAS E EQUIPAMENTOS                       ;;;0;18/06/2015;05/01/2016;05/01/2016;4.212;Não;0;;;1888696;0;1;27413;9 - 30 D;99;SE;Serviço ;Ativo   ;Débito D;0;
  8081.47;4029;9999;99990099;INDENIZACOES A TERCEIROS                                    ;;;0;18/06/2015;06/01/2016;06/01/2016;4.231;Não;0;;;1888696;32.411,03;1;27245;9 - 30 D;99;SE;Serviço ;Ativo   ;Débito D;0;
  8082.28;4008;9999;99990345;DESPESAS REEMBOLSAVEIS - SERVIÇO                            ;;;0;18/06/2015;08/01/2016;19/11/2015;3.640;Não;0;;;1888696;3.242,14;1;8320;9 - 30 D;99;SE;Serviço ;Ativo   ;Débito D;0;
  8082.29;2381;Y270105 ;MM002467        ;FILTRO OL COMPR 85588619 SANDVIK                            ;;;0;18/06/2015;08/01/2016;01/10/2012;203;Não;0;;;1888696;0;33,12;4237;28 - 28 ;20;PC;Material;Ativo   ;Total   ;MANUTENCAO MINA                                   ;0
  8080.77;3115;610;6100024;CALCA MASCULINA N° 42                                       ;;;0;18/06/2015;04/01/2016;01/08/2013;695;Não;0;15/02/2016;22/02/2016;1888696;20;27,447;857;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  8080.78;3115;610;6100023;CALCA MASCULINA N° 40                                       ;;;0;18/06/2015;04/01/2016;01/08/2013;695;Não;0;07/01/2016;11/01/2016;1888696;10;27,447;857;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
  8080.79;3115;610;6100022;CALCA MASCULINA N° 38                                       ;;;0;18/06/2015;04/01/2016;01/08/2013;695;Não;0;15/02/2016;22/02/2016;1888696;15;27,447;857;28 - 28 ;10;PC;Material;Ativo   ;Total   ;0;
